time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
09:35:00	34500	0	6	0	310	0	6	0	310
09:40:00	34800	0	3	0	307	0	3	0	307
09:45:00	35100	0	7	0	300	0	7	0	300
09:50:00	35400	0	6	0	294	0	6	0	294
09:55:00	35700	0	12	0	282	0	12	0	282
10:00:00	36000	0	6	0	276	0	6	0	276
10:05:00	36300	0	6	0	270	0	6	0	270
10:10:00	36600	0	5	0	265	0	5	0	265
10:15:00	36900	0	8	0	257	0	8	0	257
10:20:00	37200	0	4	0	253	0	4	0	253
10:25:00	37500	0	14	0	239	0	14	0	239
10:30:00	37800	0	5	0	234	0	5	0	234
10:35:00	38100	0	4	0	230	0	4	0	230
10:40:00	38400	0	3	0	227	0	3	0	227
10:45:00	38700	0	10	0	217	0	10	0	217
10:50:00	39000	0	5	0	212	0	5	0	212
10:55:00	39300	0	6	0	206	0	6	0	206
11:00:00	39600	0	4	0	202	0	4	0	202
11:05:00	39900	0	4	0	198	0	4	0	198
11:10:00	40200	0	5	0	193	0	5	0	193
11:15:00	40500	0	4	0	189	0	4	0	189
11:20:00	40800	0	4	0	185	0	4	0	185
11:25:00	41100	0	4	0	181	0	4	0	181
11:30:00	41400	0	6	0	175	0	6	0	175
11:35:00	41700	0	10	0	165	0	10	0	165
11:40:00	42000	0	3	0	162	0	3	0	162
11:45:00	42300	0	8	0	154	0	8	0	154
11:50:00	42600	0	9	0	145	0	9	0	145
11:55:00	42900	0	4	0	141	0	4	0	141
12:00:00	43200	0	5	0	136	0	5	0	136
12:05:00	43500	0	7	0	129	0	7	0	129
12:10:00	43800	0	7	0	122	0	7	0	122
12:15:00	44100	0	2	0	120	0	2	0	120
12:20:00	44400	0	6	0	114	0	6	0	114
12:25:00	44700	0	4	0	110	0	4	0	110
12:30:00	45000	0	4	0	106	0	4	0	106
12:35:00	45300	0	10	0	96	0	10	0	96
12:40:00	45600	0	3	0	93	0	3	0	93
12:45:00	45900	0	5	0	88	0	5	0	88
12:50:00	46200	0	10	0	78	0	10	0	78
12:55:00	46500	0	4	0	74	0	4	0	74
13:00:00	46800	0	5	0	69	0	5	0	69
13:05:00	47100	0	4	0	65	0	4	0	65
13:10:00	47400	0	4	0	61	0	4	0	61
13:15:00	47700	0	4	0	57	0	4	0	57
13:20:00	48000	0	6	0	51	0	6	0	51
13:25:00	48300	0	5	0	46	0	5	0	46
13:30:00	48600	0	8	0	38	0	8	0	38
13:35:00	48900	0	7	0	31	0	7	0	31
13:40:00	49200	0	3	0	28	0	3	0	28
13:45:00	49500	0	4	0	24	0	4	0	24
13:50:00	49800	0	4	0	20	0	4	0	20
13:55:00	50100	0	1	0	19	0	1	0	19
14:00:00	50400	0	3	0	16	0	3	0	16
14:05:00	50700	0	3	0	13	0	3	0	13
14:10:00	51000	0	1	0	12	0	1	0	12
14:15:00	51300	0	1	0	11	0	1	0	11
14:20:00	51600	0	0	0	11	0	0	0	11
14:25:00	51900	0	2	0	9	0	2	0	9
14:30:00	52200	0	1	0	8	0	1	0	8
14:35:00	52500	0	2	0	6	0	2	0	6
14:40:00	52800	0	1	0	5	0	1	0	5
14:45:00	53100	0	1	0	4	0	1	0	4
14:50:00	53400	0	0	0	4	0	0	0	4
14:55:00	53700	0	1	0	3	0	1	0	3
15:00:00	54000	0	0	0	3	0	0	0	3
15:05:00	54300	0	0	0	3	0	0	0	3
15:10:00	54600	0	1	0	2	0	1	0	2
15:15:00	54900	0	1	0	1	0	1	0	1
15:20:00	55200	0	1	0	0	0	1	0	0
15:25:00	55500	0	0	0	0	0	0	0	0
15:30:00	55800	0	0	0	0	0	0	0	0
15:35:00	56100	0	0	0	0	0	0	0	0
15:40:00	56400	0	0	0	0	0	0	0	0
15:45:00	56700	0	0	0	0	0	0	0	0
15:50:00	57000	0	0	0	0	0	0	0	0
15:55:00	57300	0	0	0	0	0	0	0	0
16:00:00	57600	0	0	0	0	0	0	0	0
16:05:00	57900	0	0	0	0	0	0	0	0
16:10:00	58200	0	0	0	0	0	0	0	0
16:15:00	58500	0	0	0	0	0	0	0	0
16:20:00	58800	0	0	0	0	0	0	0	0
16:25:00	59100	0	0	0	0	0	0	0	0
16:30:00	59400	0	0	0	0	0	0	0	0
16:35:00	59700	0	0	0	0	0	0	0	0
16:40:00	60000	0	0	0	0	0	0	0	0
16:45:00	60300	0	0	0	0	0	0	0	0
16:50:00	60600	0	0	0	0	0	0	0	0
16:55:00	60900	0	0	0	0	0	0	0	0
17:00:00	61200	0	0	0	0	0	0	0	0
17:05:00	61500	0	0	0	0	0	0	0	0
17:10:00	61800	1	0	0	1	1	0	0	1
17:15:00	62100	0	0	0	1	0	0	0	1
17:20:00	62400	2	0	0	3	2	0	0	3
17:25:00	62700	1	0	0	4	1	0	0	4
17:30:00	63000	2	0	0	6	2	0	0	6
17:35:00	63300	5	0	0	11	5	0	0	11
17:40:00	63600	5	0	0	16	5	0	0	16
17:45:00	63900	7	0	0	23	7	0	0	23
17:50:00	64200	8	0	0	31	8	0	0	31
17:55:00	64500	9	1	0	39	9	1	0	39
18:00:00	64800	5	0	0	44	5	0	0	44
18:05:00	65100	5	1	0	48	5	1	0	48
18:10:00	65400	9	2	0	55	9	2	0	55
18:15:00	65700	5	0	0	60	5	0	0	60
18:20:00	66000	5	3	0	62	5	3	0	62
18:25:00	66300	13	4	0	71	13	4	0	71
18:30:00	66600	6	4	0	73	6	4	0	73
18:35:00	66900	6	4	0	75	6	4	0	75
18:40:00	67200	3	2	0	76	3	2	0	76
18:45:00	67500	10	4	0	82	10	4	0	82
18:50:00	67800	5	5	0	82	5	5	0	82
18:55:00	68100	6	4	0	84	6	4	0	84
19:00:00	68400	4	3	0	85	4	3	0	85
19:05:00	68700	5	4	0	86	5	4	0	86
19:10:00	69000	4	5	0	85	4	5	0	85
19:15:00	69300	5	8	0	82	5	8	0	82
19:20:00	69600	5	9	0	78	5	9	0	78
19:25:00	69900	4	14	0	68	4	14	0	68
19:30:00	70200	4	10	0	62	4	10	0	62
19:35:00	70500	7	15	0	54	7	15	0	54
19:40:00	70800	3	7	0	50	3	7	0	50
19:45:00	71100	7	8	0	49	7	8	0	49
19:50:00	71400	12	6	0	55	12	6	0	55
19:55:00	71700	5	4	0	56	5	4	0	56
20:00:00	72000	6	3	0	59	6	3	0	59
20:05:00	72300	5	6	0	58	5	6	0	58
20:10:00	72600	6	5	0	59	6	5	0	59
20:15:00	72900	3	6	0	56	3	6	0	56
20:20:00	73200	6	6	0	56	6	6	0	56
20:25:00	73500	5	5	0	56	5	5	0	56
20:30:00	73800	4	4	0	56	4	4	0	56
20:35:00	74100	11	6	0	61	11	6	0	61
20:40:00	74400	2	10	0	53	2	10	0	53
20:45:00	74700	6	1	0	58	6	1	0	58
20:50:00	75000	7	8	0	57	7	8	0	57
20:55:00	75300	4	7	0	54	4	7	0	54
21:00:00	75600	5	5	0	54	5	5	0	54
21:05:00	75900	4	8	0	50	4	8	0	50
21:10:00	76200	6	6	0	50	6	6	0	50
21:15:00	76500	4	6	0	48	4	6	0	48
21:20:00	76800	6	4	0	50	6	4	0	50
21:25:00	77100	4	5	0	49	4	5	0	49
21:30:00	77400	9	6	0	52	9	6	0	52
21:35:00	77700	6	4	0	54	6	4	0	54
21:40:00	78000	4	6	0	52	4	6	0	52
21:45:00	78300	2	8	0	46	2	8	0	46
21:50:00	78600	5	6	0	45	5	6	0	45
21:55:00	78900	1	4	0	42	1	4	0	42
22:00:00	79200	3	8	0	37	3	8	0	37
22:05:00	79500	3	5	0	35	3	5	0	35
22:10:00	79800	1	3	0	33	1	3	0	33
22:15:00	80100	2	5	0	30	2	5	0	30
22:20:00	80400	0	3	0	27	0	3	0	27
22:25:00	80700	2	2	0	27	2	2	0	27
22:30:00	81000	1	6	0	22	1	6	0	22
22:35:00	81300	2	4	0	20	2	4	0	20
22:40:00	81600	0	2	0	18	0	2	0	18
22:45:00	81900	1	4	0	15	1	4	0	15
22:50:00	82200	0	2	0	13	0	2	0	13
22:55:00	82500	1	0	0	14	1	0	0	14
23:00:00	82800	0	2	0	12	0	2	0	12
23:05:00	83100	0	4	0	8	0	4	0	8
23:10:00	83400	2	3	0	7	2	3	0	7
23:15:00	83700	1	2	0	6	1	2	0	6
23:20:00	84000	0	1	0	5	0	1	0	5
23:25:00	84300	0	1	0	4	0	1	0	4
23:30:00	84600	0	1	0	3	0	1	0	3
23:35:00	84900	0	2	0	1	0	2	0	1
23:40:00	85200	0	1	0	0	0	1	0	0
23:45:00	85500	1	0	0	1	1	0	0	1
23:50:00	85800	0	0	0	1	0	0	0	1
23:55:00	86100	0	0	0	1	0	0	0	1
24:00:00	86400	0	0	0	1	0	0	0	1
24:05:00	86700	0	0	0	1	0	0	0	1
24:10:00	87000	0	1	0	0	0	1	0	0
24:15:00	87300	0	0	0	0	0	0	0	0
24:20:00	87600	0	0	0	0	0	0	0	0
24:25:00	87900	0	0	0	0	0	0	0	0
24:30:00	88200	0	0	0	0	0	0	0	0
24:35:00	88500	0	0	0	0	0	0	0	0
24:40:00	88800	0	0	0	0	0	0	0	0
24:45:00	89100	0	0	0	0	0	0	0	0
24:50:00	89400	0	0	0	0	0	0	0	0
24:55:00	89700	0	0	0	0	0	0	0	0
25:00:00	90000	0	0	0	0	0	0	0	0
25:05:00	90300	0	0	0	0	0	0	0	0
25:10:00	90600	0	0	0	0	0	0	0	0
25:15:00	90900	0	0	0	0	0	0	0	0
25:20:00	91200	0	0	0	0	0	0	0	0
25:25:00	91500	0	0	0	0	0	0	0	0
25:30:00	91800	0	0	0	0	0	0	0	0
25:35:00	92100	0	0	0	0	0	0	0	0
25:40:00	92400	0	0	0	0	0	0	0	0
25:45:00	92700	0	0	0	0	0	0	0	0
25:50:00	93000	0	0	0	0	0	0	0	0
25:55:00	93300	0	0	0	0	0	0	0	0
26:00:00	93600	0	0	0	0	0	0	0	0
26:05:00	93900	0	0	0	0	0	0	0	0
26:10:00	94200	0	0	0	0	0	0	0	0
26:15:00	94500	0	0	0	0	0	0	0	0
26:20:00	94800	0	0	0	0	0	0	0	0
26:25:00	95100	0	0	0	0	0	0	0	0
26:30:00	95400	0	0	0	0	0	0	0	0
26:35:00	95700	0	0	0	0	0	0	0	0
26:40:00	96000	0	0	0	0	0	0	0	0
26:45:00	96300	0	0	0	0	0	0	0	0
26:50:00	96600	0	0	0	0	0	0	0	0
26:55:00	96900	0	0	0	0	0	0	0	0
27:00:00	97200	0	0	0	0	0	0	0	0
27:05:00	97500	0	0	0	0	0	0	0	0
27:10:00	97800	0	0	0	0	0	0	0	0
27:15:00	98100	0	0	0	0	0	0	0	0
27:20:00	98400	0	0	0	0	0	0	0	0
27:25:00	98700	0	0	0	0	0	0	0	0
27:30:00	99000	0	0	0	0	0	0	0	0
27:35:00	99300	0	0	0	0	0	0	0	0
27:40:00	99600	0	0	0	0	0	0	0	0
27:45:00	99900	0	0	0	0	0	0	0	0
27:50:00	100200	0	0	0	0	0	0	0	0
27:55:00	100500	0	0	0	0	0	0	0	0
28:00:00	100800	0	0	0	0	0	0	0	0
28:05:00	101100	0	0	0	0	0	0	0	0
28:10:00	101400	0	0	0	0	0	0	0	0
28:15:00	101700	0	0	0	0	0	0	0	0
28:20:00	102000	0	0	0	0	0	0	0	0
28:25:00	102300	0	0	0	0	0	0	0	0
28:30:00	102600	0	0	0	0	0	0	0	0
28:35:00	102900	0	0	0	0	0	0	0	0
28:40:00	103200	0	0	0	0	0	0	0	0
28:45:00	103500	0	0	0	0	0	0	0	0
28:50:00	103800	0	0	0	0	0	0	0	0
28:55:00	104100	0	0	0	0	0	0	0	0
29:00:00	104400	0	0	0	0	0	0	0	0
29:05:00	104700	0	0	0	0	0	0	0	0
29:10:00	105000	0	0	0	0	0	0	0	0
29:15:00	105300	0	0	0	0	0	0	0	0
29:20:00	105600	0	0	0	0	0	0	0	0
29:25:00	105900	0	0	0	0	0	0	0	0
29:30:00	106200	0	0	0	0	0	0	0	0
29:35:00	106500	0	0	0	0	0	0	0	0
29:40:00	106800	0	0	0	0	0	0	0	0
29:45:00	107100	0	0	0	0	0	0	0	0
29:50:00	107400	0	0	0	0	0	0	0	0
29:55:00	107700	0	0	0	0	0	0	0	0
30:00:00	108000	0	0	0	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0
